custID,income,gender,marital,offers,sales,vp
750058,120,0,0,1,0,0.001727
750059,120,0,0,1,0,0.001727
750060,120,0,0,1,0,0.001727
750061,120,0,0,1,0,0.001727
750062,120,0,0,1,0,0.001727
750063,120,0,0,1,0,0.001727
750064,120,0,0,1,0,0.001727
750065,120,0,0,1,0,0.001727
750066,120,0,0,1,0,0.001727
750067,120,0,0,1,0,0.001727
750068,120,0,0,1,0,0.001727
750069,120,0,0,1,0,0.001727
750070,120,0,0,1,0,0.001727
750071,120,0,0,1,0,0.001727
750072,120,0,0,1,0,0.001727
750073,120,0,0,1,0,0.001727
750074,120,0,0,1,0,0.001727
750075,120,0,0,1,0,0.001727
750076,120,0,0,1,0,0.001727
750077,120,0,0,1,0,0.001727
750078,120,0,0,1,0,0.001727
750079,120,0,0,1,0,0.001727
750080,120,0,0,1,0,0.001727
750081,120,0,0,1,0,0.001727
750082,120,0,0,1,0,0.001727
750083,120,0,0,1,0,0.001727
750084,120,0,0,1,0,0.001727
750085,120,0,0,1,0,0.001727
750086,120,0,0,1,0,0.001727
750087,120,0,0,1,0,0.001727
750088,120,0,0,1,0,0.001727
750089,120,0,0,1,0,0.001727
750090,120,0,0,1,0,0.001727
750091,120,0,0,1,0,0.001727
750092,120,0,0,1,0,0.001727
750093,120,0,0,1,0,0.001727
750094,120,0,0,1,0,0.001727
750095,120,0,0,1,0,0.001727
750096,120,0,0,1,0,0.001727
750097,120,0,0,1,0,0.001727
750098,120,0,0,1,0,0.001727
750099,120,0,0,1,0,0.001727
750100,120,0,0,1,0,0.001727
750101,120,0,0,1,0,0.001727
750102,120,0,0,1,0,0.001727
750103,120,0,0,1,0,0.001727
750104,120,0,0,1,0,0.001727
750105,120,0,0,1,0,0.001727
750106,120,0,0,1,0,0.001727
750107,120,0,0,1,0,0.001727
750108,120,0,0,1,0,0.001727
750109,120,0,0,1,0,0.001727
750110,120,0,0,1,0,0.001727
750111,120,0,0,1,0,0.001727
750112,120,0,0,1,0,0.001727
750113,120,0,0,1,0,0.001727
750114,120,0,0,1,0,0.001727
750115,120,0,0,1,0,0.001727
750116,120,0,0,1,0,0.001727
750117,120,0,0,1,0,0.001727
750118,120,0,0,1,0,0.001727
750119,120,0,0,1,0,0.001727
750120,120,0,0,1,0,0.001727
750121,120,0,0,1,0,0.001727
750122,120,0,0,1,0,0.001727
750123,120,0,0,1,0,0.001727
750124,120,0,0,1,0,0.001727
750125,120,0,0,1,0,0.001727
750126,120,0,0,1,0,0.001727
750127,120,0,0,1,0,0.001727
750128,120,0,0,1,0,0.001727
750129,120,0,0,1,0,0.001727
750130,120,0,0,1,0,0.001727
750131,120,0,0,1,0,0.001727
750132,120,0,0,1,0,0.001727
750133,120,0,0,1,0,0.001727
750134,120,0,0,1,0,0.001727
750135,120,0,0,1,0,0.001727
750136,120,0,0,1,0,0.001727
750137,120,0,0,1,0,0.001727
750138,120,0,0,1,0,0.001727
750139,120,0,0,1,0,0.001727
750140,120,0,0,1,0,0.001727
750141,120,0,0,1,0,0.001727
750142,120,0,0,1,0,0.001727
750143,120,0,0,1,0,0.001727
750144,120,0,0,1,0,0.001727
750145,120,0,0,1,0,0.001727
750146,120,0,0,1,0,0.001727
750147,120,0,0,1,0,0.001727
750148,120,0,0,1,0,0.001727
750149,120,0,0,1,0,0.001727
750150,120,0,0,1,0,0.001727
750151,120,0,0,1,0,0.001727
750152,120,0,0,1,0,0.001727
750153,120,0,0,1,0,0.001727
750154,120,0,0,1,0,0.001727
750155,120,0,0,1,0,0.001727
750156,120,0,0,1,0,0.001727
750157,120,0,0,1,0,0.001727
750158,120,0,0,1,0,0.001727
750159,120,0,0,1,0,0.001727
750160,120,0,0,1,0,0.001727
750161,120,0,0,1,0,0.001727
750162,120,0,0,1,0,0.001727
750163,120,0,0,1,0,0.001727
750164,120,0,0,1,0,0.001727
750165,120,0,0,1,0,0.001727
750166,120,0,0,1,0,0.001727
750167,120,0,0,1,0,0.001727
750168,120,0,0,1,0,0.001727
750169,120,0,0,1,0,0.001727
750170,120,0,0,1,0,0.001727
750171,120,0,0,1,0,0.001727
750172,120,0,0,1,0,0.001727
750173,120,0,0,1,0,0.001727
750174,120,0,0,1,0,0.001727
750175,120,0,0,1,0,0.001727
750176,120,0,0,1,0,0.001727
750177,120,0,0,1,0,0.001727
750178,120,0,0,1,0,0.001727
750179,120,0,0,1,0,0.001727
750180,120,0,0,1,0,0.001727
750181,120,0,0,1,0,0.001727
750182,120,0,0,1,0,0.001727
750183,120,0,0,1,0,0.001727
750184,120,0,0,1,0,0.001727
750185,120,0,0,1,0,0.001727
750186,120,0,0,1,0,0.001727
750187,120,0,0,1,0,0.001727
750188,120,0,0,1,0,0.001727
750189,120,0,0,1,0,0.001727
750190,120,0,0,1,0,0.001727
750191,120,0,0,1,0,0.001727
750192,120,0,0,1,0,0.001727
750193,120,0,0,1,0,0.001727
750194,120,0,0,1,0,0.001727
750195,120,0,0,1,0,0.001727
750196,120,0,0,1,0,0.001727
750197,120,0,0,1,0,0.001727
750198,120,0,0,1,0,0.001727
750199,120,0,0,1,0,0.001727
750200,120,0,0,1,0,0.001727
750201,120,0,0,1,0,0.001727
750202,120,0,0,1,0,0.001727
750203,120,0,0,1,0,0.001727
750204,120,0,0,1,0,0.001727
750205,120,0,0,1,0,0.001727
750206,120,0,0,1,0,0.001727
750207,120,0,0,1,0,0.001727
750208,120,0,0,1,0,0.001727
750209,120,0,0,1,0,0.001727
750210,120,0,0,1,0,0.001727
750211,120,0,0,1,0,0.001727
750212,120,0,0,1,0,0.001727
750213,120,0,0,1,0,0.001727
750214,120,0,0,1,0,0.001727
750215,120,0,0,1,0,0.001727
750216,120,0,0,1,0,0.001727
750217,120,0,0,1,0,0.001727
750218,120,0,0,1,0,0.001727
750219,120,0,0,1,0,0.001727
750220,120,0,0,1,0,0.001727
750221,120,0,0,1,0,0.001727
750222,120,0,0,1,0,0.001727
750223,120,0,0,1,0,0.001727
750224,120,0,0,1,0,0.001727
750225,120,0,0,1,0,0.001727
750226,120,0,0,1,0,0.001727
750227,120,0,0,1,0,0.001727
750228,120,0,0,1,0,0.001727
750229,120,0,0,1,0,0.001727
750230,120,0,0,1,0,0.001727
750231,120,0,0,1,0,0.001727
750232,120,0,0,1,0,0.001727
750233,120,0,0,1,0,0.001727
750234,120,0,0,1,0,0.001727
750235,120,0,0,1,0,0.001727
750236,120,0,0,1,0,0.001727
750237,120,0,0,1,0,0.001727
750238,120,0,0,1,0,0.001727
750239,120,0,0,1,0,0.001727
750240,120,0,0,1,0,0.001727
750241,120,0,0,1,0,0.001727
750242,120,0,0,1,0,0.001727
750243,120,0,0,1,0,0.001727
750244,120,0,0,1,0,0.001727
750245,120,0,0,1,0,0.001727
750246,120,0,0,1,0,0.001727
750247,120,0,0,1,0,0.001727
750248,120,0,0,1,0,0.001727
750249,120,0,0,1,0,0.001727
750250,120,0,0,1,0,0.001727
750251,120,0,0,1,0,0.001727
750252,120,0,0,1,0,0.001727
750253,120,0,0,1,0,0.001727
750254,120,0,0,1,0,0.001727
750255,120,0,0,1,0,0.001727
750256,120,0,0,1,0,0.001727
750257,120,0,0,1,0,0.001727
750258,120,0,0,1,0,0.001727
750259,120,0,0,1,0,0.001727
750260,120,0,0,1,0,0.001727
750261,120,0,0,1,0,0.001727
750262,120,0,0,1,0,0.001727
750263,120,0,0,1,0,0.001727
750264,120,0,0,1,0,0.001727
750265,120,0,0,1,0,0.001727
750266,120,0,0,1,0,0.001727
750267,120,0,0,1,0,0.001727
750268,120,0,0,1,0,0.001727
750269,120,0,0,1,0,0.001727
750270,120,0,0,1,0,0.001727
750271,120,0,0,1,0,0.001727
750272,120,0,0,1,0,0.001727
750273,120,0,0,1,0,0.001727
750274,120,0,0,1,0,0.001727
750275,120,0,0,1,0,0.001727
750276,120,0,0,1,0,0.001727
750277,120,0,0,1,0,0.001727
750278,120,0,0,1,0,0.001727
750279,120,0,0,1,0,0.001727
750280,120,0,0,1,0,0.001727
750281,120,0,0,1,0,0.001727
750282,120,0,0,1,0,0.001727
750283,120,0,0,1,0,0.001727
750284,120,0,0,1,0,0.001727
750285,120,0,0,1,0,0.001727
750286,120,0,0,1,0,0.001727
750287,120,0,0,1,0,0.001727
750288,120,0,0,1,0,0.001727
750289,120,0,0,1,0,0.001727
750290,120,0,0,1,0,0.001727
750291,120,0,0,1,0,0.001727
750292,120,0,0,1,0,0.001727
750293,120,0,0,1,0,0.001727
750294,120,0,0,1,0,0.001727
750295,120,0,0,1,0,0.001727
750296,120,0,0,1,0,0.001727
750297,120,0,0,1,0,0.001727
750298,120,0,0,1,0,0.001727
750299,120,0,0,1,0,0.001727
750300,120,0,0,1,0,0.001727
750301,120,0,0,1,0,0.001727
750302,120,0,0,1,0,0.001727
750303,120,0,0,1,0,0.001727
750304,120,0,0,1,0,0.001727
750305,120,0,0,1,0,0.001727
750306,120,0,0,1,0,0.001727
750307,120,0,0,1,0,0.001727
750308,120,0,0,1,0,0.001727
750309,120,0,0,1,0,0.001727
750310,120,0,0,1,0,0.001727
750311,120,0,0,1,0,0.001727
750312,120,0,0,1,0,0.001727
750313,120,0,0,1,0,0.001727
750314,120,0,0,1,0,0.001727
750315,120,0,0,1,0,0.001727
750316,120,0,0,1,0,0.001727
750317,120,0,0,1,0,0.001727
750318,120,0,0,1,0,0.001727
750319,120,0,0,1,0,0.001727
750320,120,0,0,1,0,0.001727
750321,120,0,0,1,0,0.001727
750322,120,0,0,1,0,0.001727
750323,120,0,0,1,0,0.001727
750324,120,0,0,1,0,0.001727
750325,120,0,0,1,0,0.001727
750326,120,0,0,1,0,0.001727
750327,120,0,0,1,0,0.001727
750328,120,0,0,1,0,0.001727
750329,120,0,0,1,0,0.001727
750330,120,0,0,1,0,0.001727
750331,120,0,0,1,0,0.001727
750332,120,0,0,1,0,0.001727
750333,120,0,0,1,0,0.001727
750334,120,0,0,1,0,0.001727
750335,120,0,0,1,0,0.001727
750336,120,0,0,1,0,0.001727
750337,120,0,0,1,0,0.001727
750338,120,0,0,1,0,0.001727
750339,120,0,0,1,0,0.001727
750340,120,0,0,1,0,0.001727
750341,120,0,0,1,0,0.001727
750342,120,0,0,1,0,0.001727
750343,120,0,0,1,0,0.001727
750344,120,0,0,1,0,0.001727
750345,120,0,0,1,0,0.001727
750346,120,0,0,1,0,0.001727
750347,120,0,0,1,0,0.001727
750348,120,0,0,1,0,0.001727
750349,120,0,0,1,0,0.001727
750350,120,0,0,1,0,0.001727
750351,120,0,0,1,0,0.001727
750352,120,0,0,1,0,0.001727
750353,120,0,0,1,0,0.001727
750354,120,0,0,1,0,0.001727
750355,120,0,0,1,0,0.001727
750356,120,0,0,1,0,0.001727
750357,120,0,0,1,0,0.001727
750358,120,0,0,1,0,0.001727
750359,120,0,0,1,0,0.001727
750360,120,0,0,1,0,0.001727
750361,120,0,0,1,0,0.001727
750362,120,0,0,1,0,0.001727
750363,120,0,0,1,0,0.001727
750364,120,0,0,1,0,0.001727
750365,120,0,0,1,0,0.001727
750366,120,0,0,1,0,0.001727
750367,120,0,0,1,0,0.001727
750368,120,0,0,1,0,0.001727
750369,120,0,0,1,0,0.001727
750370,120,0,0,1,0,0.001727
750371,120,0,0,1,0,0.001727
750372,120,0,0,1,0,0.001727
750373,120,0,0,1,0,0.001727
750374,120,0,0,1,0,0.001727
750375,120,0,0,1,0,0.001727
750376,120,0,0,1,0,0.001727
750377,120,0,0,1,0,0.001727
750378,120,0,0,1,0,0.001727
750379,120,0,0,1,0,0.001727
750380,120,0,0,1,0,0.001727
750381,120,0,0,1,0,0.001727
750382,120,0,0,1,0,0.001727
750383,120,0,0,1,0,0.001727
750384,120,0,0,1,0,0.001727
750385,120,0,0,1,0,0.001727
750386,120,0,0,1,0,0.001727
750387,120,0,0,1,0,0.001727
750388,120,0,0,1,0,0.001727
750389,120,0,0,1,0,0.001727
750390,120,0,0,1,0,0.001727
750391,120,0,0,1,0,0.001727
750392,120,0,0,1,0,0.001727
750393,120,0,0,1,0,0.001727
750394,120,0,0,1,0,0.001727
750395,120,0,0,1,0,0.001727
750396,120,0,0,1,0,0.001727
750397,120,0,0,1,0,0.001727
750398,120,0,0,1,0,0.001727
750399,120,0,0,1,0,0.001727
750400,120,0,0,1,0,0.001727
750401,120,0,0,1,0,0.001727
750402,120,0,0,1,0,0.001727
750403,120,0,0,1,0,0.001727
750404,120,0,0,1,0,0.001727
750405,120,0,0,1,0,0.001727
750406,120,0,0,1,0,0.001727
750407,120,0,0,1,0,0.001727
750408,120,0,0,1,0,0.001727
750409,120,0,0,1,0,0.001727
750410,120,0,0,1,0,0.001727
750411,120,0,0,1,0,0.001727
750412,120,0,0,1,0,0.001727
750413,120,0,0,1,0,0.001727
750414,120,0,0,1,0,0.001727
750415,120,0,0,1,0,0.001727
750416,120,0,0,1,0,0.001727
750417,120,0,0,1,0,0.001727
750418,120,0,0,1,0,0.001727
750419,120,0,0,1,0,0.001727
750420,120,0,0,1,0,0.001727
750421,120,0,0,1,0,0.001727
750422,120,0,0,1,0,0.001727
750423,120,0,0,1,0,0.001727
750424,120,0,0,1,0,0.001727
750425,120,0,0,1,0,0.001727
750426,120,0,0,1,0,0.001727
750427,120,0,0,1,0,0.001727
750428,120,0,0,1,0,0.001727
750429,120,0,0,1,0,0.001727
750430,120,0,0,1,0,0.001727
750431,120,0,0,1,0,0.001727
750432,120,0,0,1,0,0.001727
750433,120,0,0,1,0,0.001727
750434,120,0,0,1,0,0.001727
750435,120,0,0,1,0,0.001727
750436,120,0,0,1,0,0.001727
750437,120,0,0,1,0,0.001727
750438,120,0,0,1,0,0.001727
750439,120,0,0,1,0,0.001727
750440,120,0,0,1,0,0.001727
750441,120,0,0,1,0,0.001727
750442,120,0,0,1,0,0.001727
750443,120,0,0,1,0,0.001727
750444,120,0,0,1,0,0.001727
750445,120,0,0,1,0,0.001727
750446,120,0,0,1,0,0.001727
750447,120,0,0,1,0,0.001727
750448,120,0,0,1,0,0.001727
750449,120,0,0,1,0,0.001727
750450,120,0,0,1,0,0.001727
750451,120,0,0,1,0,0.001727
750452,120,0,0,1,0,0.001727
750453,120,0,0,1,0,0.001727
750454,120,0,0,1,0,0.001727
750455,120,0,0,1,0,0.001727
750456,120,0,0,1,0,0.001727
750457,120,0,0,1,0,0.001727
750458,120,0,0,1,0,0.001727
750459,120,0,0,1,0,0.001727
750460,120,0,0,1,0,0.001727
750461,120,0,0,1,0,0.001727
750462,120,0,0,1,0,0.001727
750463,120,0,0,1,0,0.001727
750464,120,0,0,1,0,0.001727
750465,120,0,0,1,0,0.001727
750466,120,0,0,1,0,0.001727
750467,120,0,0,1,0,0.001727
750468,120,0,0,1,0,0.001727
750469,120,0,0,1,0,0.001727
750470,120,0,0,1,0,0.001727
750471,120,0,0,1,0,0.001727
750472,120,0,0,1,0,0.001727
750473,120,0,0,1,0,0.001727
750474,120,0,0,1,0,0.001727
750475,120,0,0,1,0,0.001727
750476,120,0,0,1,0,0.001727
750477,120,0,0,1,0,0.001727
750478,120,0,0,1,0,0.001727
750479,120,0,0,1,0,0.001727
750480,120,0,0,1,0,0.001727
750481,120,0,0,1,0,0.001727
750482,120,0,0,1,0,0.001727
750483,120,0,0,1,0,0.001727
750484,120,0,0,1,0,0.001727
750485,120,0,0,1,0,0.001727
750486,120,0,0,1,0,0.001727
750487,120,0,0,1,0,0.001727
750488,120,0,0,1,0,0.001727
750489,120,0,0,1,0,0.001727
750490,120,0,0,1,0,0.001727
750491,120,0,0,1,0,0.001727
750492,120,0,0,1,0,0.001727
750493,120,0,0,1,0,0.001727
750494,120,0,0,1,0,0.001727
750495,120,0,0,1,0,0.001727
750496,120,0,0,1,0,0.001727
750497,120,0,0,1,0,0.001727
750498,120,0,0,1,0,0.001727
750499,120,0,0,1,0,0.001727
750500,120,0,0,1,0,0.001727
750501,120,0,0,1,0,0.001727
750502,120,0,0,1,0,0.001727
750503,120,0,0,1,0,0.001727
750504,120,0,0,1,0,0.001727
750505,120,0,0,1,0,0.001727
750506,120,0,0,1,0,0.001727
750507,120,0,0,1,0,0.001727
750508,120,0,0,1,0,0.001727
750509,120,0,0,1,0,0.001727
750510,120,0,0,1,0,0.001727
750511,120,0,0,1,0,0.001727
750512,120,0,0,1,0,0.001727
750513,120,0,0,1,0,0.001727
750514,120,0,0,1,0,0.001727
750515,120,0,0,1,0,0.001727
750516,120,0,0,1,0,0.001727
750517,120,0,0,1,0,0.001727
750518,120,0,0,1,0,0.001727
750519,120,0,0,1,0,0.001727
750520,120,0,0,1,0,0.001727
750521,120,0,0,1,0,0.001727
750522,120,0,0,1,0,0.001727
750523,120,0,0,1,0,0.001727
750524,120,0,0,1,0,0.001727
750525,120,0,0,1,0,0.001727
750526,120,0,0,1,0,0.001727
750527,120,0,0,1,0,0.001727
750528,120,0,0,1,0,0.001727
750529,120,0,0,1,0,0.001727
750530,120,0,0,1,0,0.001727
750531,120,0,0,1,0,0.001727
750532,120,0,0,1,0,0.001727
750533,120,0,0,1,0,0.001727
750534,120,0,0,1,0,0.001727
750535,120,0,0,1,0,0.001727
750536,120,0,0,1,0,0.001727
750537,120,0,0,1,0,0.001727
750538,120,0,0,1,0,0.001727
750539,120,0,0,1,0,0.001727
750540,120,0,0,1,0,0.001727
750541,120,0,0,1,0,0.001727
750542,120,0,0,1,0,0.001727
750543,120,0,0,1,0,0.001727
750544,120,0,0,1,0,0.001727
750545,120,0,0,1,0,0.001727
750546,120,0,0,1,0,0.001727
750547,120,0,0,1,0,0.001727
750548,120,0,0,1,0,0.001727
750549,120,0,0,1,0,0.001727
750550,120,0,0,1,0,0.001727
750551,120,0,0,1,0,0.001727
750552,120,0,0,1,0,0.001727
750553,120,0,0,1,0,0.001727
750554,120,0,0,1,0,0.001727
750555,120,0,0,1,0,0.001727
750556,120,0,0,1,0,0.001727
750557,120,0,0,1,0,0.001727
750558,120,0,0,1,0,0.001727
750559,120,0,0,1,0,0.001727
750560,120,0,0,1,0,0.001727
750561,120,0,0,1,0,0.001727
750562,120,0,0,1,0,0.001727
750563,120,0,0,1,0,0.001727
750564,120,0,0,1,0,0.001727
750565,120,0,0,1,0,0.001727
750566,120,0,0,1,0,0.001727
750567,120,0,0,1,0,0.001727
750568,120,0,0,1,0,0.001727
750569,120,0,0,1,0,0.001727
750570,120,0,0,1,0,0.001727
750571,120,0,0,1,0,0.001727
750572,120,0,0,1,0,0.001727
750573,120,0,0,1,0,0.001727
750574,120,0,0,1,0,0.001727
750575,120,0,0,1,0,0.001727
750576,120,0,0,1,0,0.001727
750577,120,0,0,1,0,0.001727
750578,120,0,0,1,0,0.001727
750579,120,0,0,1,0,0.001727
750580,120,0,0,1,0,0.001727
750581,120,0,0,1,0,0.001727
750582,120,0,0,1,0,0.001727
750583,120,0,0,1,0,0.001727
750584,120,0,0,1,0,0.001727
750585,120,0,0,1,0,0.001727
750586,120,0,0,1,0,0.001727
750587,120,0,0,1,0,0.001727
750588,120,0,0,1,0,0.001727
750589,120,0,0,1,0,0.001727
750590,120,0,0,1,0,0.001727
750591,120,0,0,1,0,0.001727
750592,120,0,0,1,0,0.001727
750593,120,0,0,1,0,0.001727
750594,120,0,0,1,0,0.001727
750595,120,0,0,1,0,0.001727
750596,120,0,0,1,0,0.001727
750597,120,0,0,1,0,0.001727
750598,120,0,0,1,0,0.001727
750599,120,0,0,1,0,0.001727
750600,120,0,0,1,0,0.001727
750601,120,0,0,1,0,0.001727
750602,120,0,0,1,0,0.001727
750603,120,0,0,1,0,0.001727
750604,120,0,0,1,0,0.001727
750605,120,0,0,1,0,0.001727
750606,120,0,0,1,0,0.001727
750607,120,0,0,1,0,0.001727
750608,120,0,0,1,0,0.001727
750609,120,0,0,1,0,0.001727
750610,120,0,0,1,0,0.001727
750611,120,0,0,1,0,0.001727
750612,120,0,0,1,0,0.001727
750613,120,0,0,1,0,0.001727
750614,120,0,0,1,0,0.001727
750615,120,0,0,1,0,0.001727
750616,120,0,0,1,0,0.001727
750617,120,0,0,1,0,0.001727
750618,120,0,0,1,0,0.001727
750619,120,0,0,1,0,0.001727
750620,120,0,0,1,0,0.001727
750621,120,0,0,1,0,0.001727
750622,120,0,0,1,0,0.001727
750623,120,0,0,1,0,0.001727
750624,120,0,0,1,0,0.001727
750625,120,0,0,1,0,0.001727
750626,120,0,0,1,0,0.001727
750627,120,0,0,1,0,0.001727
750628,120,0,0,1,0,0.001727
750629,120,0,0,1,0,0.001727
750630,120,0,0,1,0,0.001727
750631,120,0,0,1,0,0.001727
750632,120,0,0,1,0,0.001727
750633,120,0,0,1,0,0.001727
750634,120,0,0,1,0,0.001727
750635,120,0,0,1,0,0.001727
750636,120,0,0,1,0,0.001727
750637,120,0,0,1,0,0.001727
750638,120,0,0,1,0,0.001727
750639,120,0,0,1,0,0.001727
750640,120,0,0,1,0,0.001727
750641,120,0,0,1,0,0.001727
750642,120,0,0,1,0,0.001727
750643,120,0,0,1,0,0.001727
750644,120,0,0,1,0,0.001727
750645,120,0,0,1,0,0.001727
750646,120,0,0,1,0,0.001727
750647,120,0,0,1,0,0.001727
750648,120,0,0,1,0,0.001727
750649,120,0,0,1,0,0.001727
750650,120,0,0,1,0,0.001727
750651,120,0,0,1,0,0.001727
750652,120,0,0,1,0,0.001727
750653,120,0,0,1,0,0.001727
750654,120,0,0,1,0,0.001727
750655,120,0,0,1,0,0.001727
750656,120,0,0,1,0,0.001727
750657,120,0,0,1,0,0.001727
750658,120,0,0,1,0,0.001727
750659,120,0,0,1,0,0.001727
750660,120,0,0,1,0,0.001727
750661,120,0,0,1,0,0.001727
750662,120,0,0,1,0,0.001727
750663,120,0,0,1,0,0.001727
750664,120,0,0,1,0,0.001727
750665,120,0,0,1,0,0.001727
750666,120,0,0,1,0,0.001727
750667,120,0,0,1,0,0.001727
750668,120,0,0,1,0,0.001727
750669,120,0,0,1,0,0.001727
750670,120,0,0,1,0,0.001727
750671,120,0,0,1,0,0.001727
750672,120,0,0,1,0,0.001727
750673,120,0,0,1,0,0.001727
750674,120,0,0,1,0,0.001727
750675,120,0,0,1,0,0.001727
750676,120,0,0,1,0,0.001727
750677,120,0,0,1,0,0.001727
750678,120,0,0,1,0,0.001727
750679,120,0,0,1,0,0.001727
750680,120,0,0,1,0,0.001727
750681,120,0,0,1,0,0.001727
750682,120,0,0,1,0,0.001727
750683,120,0,0,1,0,0.001727
750684,120,0,0,1,0,0.001727
750685,120,0,0,1,0,0.001727
750686,120,0,0,1,0,0.001727
750687,120,0,0,1,0,0.001727
750688,120,0,0,1,0,0.001727
750689,120,0,0,1,0,0.001727
750690,120,0,0,1,0,0.001727
750691,120,0,0,1,0,0.001727
750692,120,0,0,1,0,0.001727
750693,120,0,0,1,0,0.001727
750694,120,0,0,1,0,0.001727
750695,120,0,0,1,0,0.001727
750696,120,0,0,1,0,0.001727
750697,120,0,0,1,0,0.001727
750698,120,0,0,1,0,0.001727
750699,120,0,0,1,0,0.001727
750700,120,0,0,1,0,0.001727
750701,120,0,0,1,0,0.001727
750702,120,0,0,1,0,0.001727
750703,120,0,0,1,0,0.001727
750704,120,0,0,1,0,0.001727
750705,120,0,0,1,0,0.001727
750706,120,0,0,1,0,0.001727
750707,120,0,0,1,0,0.001727
750708,120,0,0,1,0,0.001727
750709,120,0,0,1,0,0.001727
750710,120,0,0,1,0,0.001727
750711,120,0,0,1,0,0.001727
750712,120,0,0,1,0,0.001727
750713,120,0,0,1,0,0.001727
750714,120,0,0,1,0,0.001727
750715,120,0,0,1,0,0.001727
750716,120,0,0,1,0,0.001727
750717,120,0,0,1,0,0.001727
750718,120,0,0,1,0,0.001727
750719,120,0,0,1,0,0.001727
750720,120,0,0,1,0,0.001727
750721,120,0,0,1,0,0.001727
750722,120,0,0,1,0,0.001727
750723,120,0,0,1,0,0.001727
750724,120,0,0,1,0,0.001727
750725,120,0,0,1,0,0.001727
750726,120,0,0,1,0,0.001727
750727,120,0,0,1,0,0.001727
750728,120,0,0,1,0,0.001727
750729,120,0,0,1,0,0.001727
750730,120,0,0,1,0,0.001727
750731,120,0,0,1,0,0.001727
750732,120,0,0,1,0,0.001727
750733,120,0,0,1,0,0.001727
750734,120,0,0,1,0,0.001727
750735,120,0,0,1,0,0.001727
750736,120,0,0,1,0,0.001727
750737,120,0,0,1,0,0.001727
750738,120,0,0,1,0,0.001727
750739,120,0,0,1,0,0.001727
750740,120,0,0,1,0,0.001727
750741,120,0,0,1,0,0.001727
750742,120,0,0,1,0,0.001727
750743,120,0,0,1,0,0.001727
750744,120,0,0,1,0,0.001727
750745,120,0,0,1,0,0.001727
750746,120,0,0,1,0,0.001727
750747,120,0,0,1,0,0.001727
750748,120,0,0,1,0,0.001727
750749,120,0,0,1,0,0.001727
750750,120,0,0,1,0,0.001727
750751,120,0,0,1,0,0.001727
750752,120,0,0,1,0,0.001727
750753,120,0,0,1,0,0.001727
750754,120,0,0,1,0,0.001727
750755,120,0,0,1,0,0.001727
750756,120,0,0,1,0,0.001727
750757,120,0,0,1,0,0.001727
750758,120,0,0,1,0,0.001727
750759,120,0,0,1,0,0.001727
750760,120,0,0,1,0,0.001727
750761,120,0,0,1,0,0.001727
750762,120,0,0,1,0,0.001727
750763,120,0,0,1,0,0.001727
750764,120,0,0,1,0,0.001727
750765,120,0,0,1,0,0.001727
750766,120,0,0,1,0,0.001727
750767,120,0,0,1,0,0.001727
750768,120,0,0,1,0,0.001727
750769,120,0,0,1,0,0.001727
750770,120,0,0,1,0,0.001727
750771,120,0,0,1,0,0.001727
750772,120,0,0,1,0,0.001727
750773,120,0,0,1,0,0.001727
750774,120,0,0,1,0,0.001727
